Id	PaperId
D00381	2550595234
D00382	2569656908
D00383	2509065397
D00384	2006983349
D00385	2950371401
D00386	2951579930
D00387	2753386433
D00388	2556016755
D00389	2898479968
D00390	2949211198
D00391	2844780442
D00392	2888983470
D00393	2142636459
D00395	2896146129
D00396	2884129013
D00397	2901943374
D00398	2619150059
D00399	2734503421
D00401	2912887681
D00402	2949704997
D00403	2952701693
D00404	2301245128
D00405	2751833110
D00406	2028961295
D00407	2159599084
D00409	2950181986
D00410	2950053202
D00411	2883580176
D00412	2951474163
D00413	2753450704
D00414	2589569454
D00415	2804375686
D00416	2343570721
D00417	2169885754
D00419	2883076328
D00420	2181936228
D00421	2593545672
D00422	2901362701
D00423	2803465626
D00424	2767012653
D00425	2809297752
D00426	2784852646
D00427	2523684193
D00428	2949675731
D00429	2793975030
D00430	2587164931
D00431	2886773299
D00432	2105980225
D00433	2878002416
D00434	2600946612
D00435	2149555845
D00436	2294769644
D00437	2803847797
D00438	1780422458
D00439	2897802265
D00440	2588165786
D00441	2029720243
D00442	2890845413
D00443	2786154455
D00444	1678290262
D00445	2267240316
D00446	2900149214
D00448	2891352015
D00449	2612881151
D00450	2582562732
D00453	1609085760
D00455	2949634581
D00456	2783315201
D00457	2899128781
D00458	1632172576
D00459	2886244690
D00460	2736804899
D00461	2950409824
D00462	2949710451
D00463	2951786670
D00464	2754777715
D00465	2469423075
D00466	1844857030
D00467	2787525746
D00468	2740988874
D00469	2584863995
D00470	2279458746
D00471	2949696009
D00472	2138304221
D00473	1731356711
D00475	391307657
D00476	2255109474
D00477	2952256788
D00478	2166233328
D00479	2950349045
D00480	2768936561
D00481	1543906538
D00482	2077111102
D00483	2884371529
D00484	2788246026
D00486	2951076842
D00487	2767208738
D00489	2902882609
D00490	2236871212
D00491	2953071907
D00492	1637071038
D00493	2594165071
D00497	2588150832
D00498	2902224883
D00499	2951569546
D00500	2575776434
D00501	2404863398
D00503	2784321886
D00504	2565597050
D00505	2951073818
D00506	2898615378
D00507	2952102303
D00508	2953226057
D00509	2952774731
D00510	2799094767
D00511	2896792008
D00512	1541611350
D00513	2892556840
D00514	1921750833
D00516	2751687080
D00517	2949460538
D00518	2794623249
D00519	1850955129
D00520	2809465335
D00521	2887375549
D00522	2804594065
D00523	2898963688
D00525	2900648503
D00526	1551291463
D00527	2532858102
D00528	2950616778
D00529	2797788178
D00530	2901086439
D00531	2593994061
D00532	2153279144
D00534	2787895189
D00535	2890571755
D00536	2744290600
D00537	1489254735
D00538	2904625272
D00539	1578317071
D00540	2949517899
D00541	2950408994
D00542	2737498144
D00543	2604303204
D00544	2119514609
D00545	2103948822
D00546	2766580935
D00547	2950100401
D00548	2760534719
D00549	2953359439
D00550	2581001244
D00551	2249273180
D00552	2296750948
D00553	2952772206
D00554	2130308425
D00555	2950506731
D00556	2807646732
D00557	1484392798
D00558	2766288043
D00559	2772094920
D00560	2949570710
D00561	2539476124
D00562	2949968917
D00563	1792885586
D00564	2953200226
D00565	1552031938
D00567	2763899847
D00568	2185758820
D00569	2794670114
D00570	2765112180
D00572	2786731385
D00573	2755952986
D00575	2738838909
D00578	2895666646
D00579	2885861467
D00580	2884529566
D00581	2780404484
D00582	2771019872
D00583	2794080999
D00584	1821584645
D00585	2888389098
D00586	2006543911
D00587	2953088003
D00588	2951455914
D00589	2807963368
D00590	2771263419
D00591	2952573683
D00592	2771376539
D00593	1734554626
D00595	2952530834
D00596	2950349515
D00597	2803948231
D00598	2594974439
D00599	2804485760
D00600	2182958716
D00601	2952118367
D00602	2952324616
D00603	2761120457
D00604	2949685284
D00605	2951988229
D00606	2795042520
D00607	1989984193
D00608	2790437676
D00609	2953103502
D00610	2796992595
D00611	2733930337
D00612	2952112088
D00613	2265706040
D00614	1583208457
D00615	2403269698
D00617	2282224467
D00618	2794504075
D00619	2808394949
D00620	2752882528
D00621	2027250103
D00622	2775568456
D00623	2730211792
D00624	2901808899
D00625	2899496596
D00626	1716560893
D00627	2822504441
D00628	2344193337
D00629	2523213104
D00630	2806313692
D00631	2795670307
D00632	2753144190
D00633	2949569090
D00634	2952466387
D00635	2890321143
D00636	2891604924
D00638	2266950115
D00639	2896010540
D00640	1989100715
D00641	2952528170
D00642	2900240996
D00643	2951373104
D00644	614948044
D00645	2886036487
D00646	2949426240
D00647	2898254228
D00648	2951709991
D00649	2803141269
D00650	2949197413
D00651	2795758693
D00652	2026451653
D00653	2771723231
D00654	2551300556
D00655	1968014320
D00656	1944186695
D00657	2769729463
D00658	2910518367
D00659	2783856729
D00660	2752764185
D00661	2804078603
D00662	2798059067
D00663	2838122018
D00664	2471948633
D00665	2953160531
D00667	2953236876
D00668	2260118095
D00669	2950320661
D00670	2887122272
D00671	2507221973
D00672	2799577210
D00673	2767231321
D00674	2809958714
D00675	2771667155
D00677	1896474726
D00678	2748194487
D00680	2797271321
D00681	2529795568
D00682	2949986140
D00683	2950051918
D00685	2589744741
D00686	1541930392
D00687	2810771572
D00688	1550429159
D00690	2953235689
D00691	2127009070
D00693	2950431537
D00694	2268772050
D00695	2950269080
D00696	2284072279
D00697	2798785261
D00698	2285143332
D00699	2950423026
D00700	2799086550
D00701	2798894979
D00702	2418083404
D00703	2330074731
D00704	2605233372
D00705	2623728186
D00706	2953011150
D00707	2766968742
D00708	2529153011
D00709	2897344470
D00710	2752127406
D00711	2603380515
D00712	2768468446
D00713	1534204656
D00714	2025283258
D00716	2955792047
D00717	2338522602
D00718	2605280249
D00719	2787885137
D00720	2950796882
D00721	2277635535
D00722	2949755827
D00723	2949504091
D00724	2951123517
D00725	2787828785
D00726	2949897796
D00727	855255571
D00728	2950538808
D00729	2949061717
D00730	2170135819
D00731	2950544185
D00732	2952742367
D00734	2952022979
D00735	1796904344
D00737	2385964220
D00738	2008060144
D00739	2923610818
D00740	2898158860
D00741	2800186399
D00742	2466900139
D00743	2162058862
D00744	2950471229
D00745	2511790943
D00746	2761077435
D00747	2788306232
D00748	2296075937
D00749	1695888583
D00750	2886098872
D00751	2408328823
D00753	2804262948
D00754	2949419336
D00755	2102246983
D00756	2950410788
D00757	2422391750
D00758	2345092910
D00759	2513711804
D00760	2902066960
D00761	2508541878
D00762	2950056531
D00763	2784210264
D00765	2611308599
D00766	2947168387
D00767	2754570033
D00768	2204217011
D00769	2588632273
D00770	2951187732
D00771	2894429167
D00772	2802270896
D00774	2952958702
D00775	2952793792
D00776	2566142326
D00777	2032626375
D00778	1650797956
D00780	1601166325
D00782	2804771341
D00783	2782872534
D00785	2786793619
D00786	1567895515
D00787	2950428166
D00788	2166888604
D00789	1553231571
D00790	2885961143
D00791	1548016907
D00792	1888346910
D00794	2188305107
D00795	125552325
D00796	2799051177
D00798	2463142987
D00799	2523534364
D00800	2525743966
D00801	1597467653
D00802	2759766439
D00804	2185649254
D00805	2904302061
D00806	2761076802
D00807	2809417194
D00808	2509509889
D00809	2744110160
D00810	1700294725
D00811	2729709667
D00813	2752233555
D00814	2155968741
D00815	2229688475
D00817	2756493928
D00818	2797250424
D00819	2791456771
D00820	2507682202
D00821	2527402883
D00822	2730325684
D00823	2142063301
D00824	2766021003
D00825	2785933908
D00826	1497870361
D00827	2337788193
D00828	2793924720
D00829	1541140516
D00830	2752284913
D00831	2744710511
D00832	1492435281
D00833	2744911071
D00834	2779491909
D00835	1968758059
D00836	2951048842
D00837	2573197213
D00838	2787445774
D00840	2736405518
D00841	2889835488
D00842	2522123397
D00843	2807226150
D00844	2950899620
D00845	2246045502
D00846	2591826331
D00847	2950035437
D00848	2164330345
D00849	2752236613
D00850	2738403257
D00851	2759773918
D00852	2949330042
D00853	2952615623
D00854	2292693187
D00855	2316524245
D00856	2282185455
D00857	2953316086
D00858	2885183727
D00860	2095427754
D00861	2265016179
D00862	2884293495
D00864	1672415299
D00866	2795307598
D00867	2559152744
D00868	2807925766
D00869	2797591221
D00870	2527959711
D00871	2756480536
D00872	2746923071
D00873	2885304260
D00874	2552241273
D00875	2751432571
D00877	2789268877
D00878	2584800277
D00881	2760247131
D00882	2953144092
D00884	2789962474
D00886	2949100983
D00887	2903428887
D00889	2340155058
D00890	2952765442
D00891	2216399156
D00893	2415631313
D00894	2951399907
D00895	2905380320
D00896	2163401310
D00897	2795142274
D00898	2156192677
D00899	2597505554
D00901	2100352580
D00902	2770949156
D00903	2751839769
D00904	2757525438
D00905	2895953026
D00906	2953261376
D00907	2951944421
D00908	2788646215
D00909	2953227099
D00910	2950110584
D00911	2185490708
D00912	2788956358
D00913	2806551457
D00915	2952288570
D00916	2953314043
D00917	2621375281
D00918	2767382337
D00919	2283109172
D00920	2897664487
D00921	2513293834
D00922	2771870218
D00923	2951342249
D00925	2798807064
D00926	2511998706
D00927	2791246720
D00928	2949144955
D00929	2098514864
D00930	1951265541
D00931	2951347366
D00932	2891757161
D00935	2952809461
D00937	2286516005
D00938	2945240418
D00939	2261007996
D00940	1942453818
D00941	2952653464
D00942	2786543112
D00943	2951885120
D00945	2789500342
D00946	2889472764
D00948	2888176933
D00949	2892065377
D00950	2892388085
D00951	2774189339
D00952	2949840923
D00953	2950834469
D00954	2787919999
D00955	2520346623
D00957	2787518933
D00959	2041812599
D00960	2952936994
D00961	2866343820
D00962	1796097185
D00963	2218653710
D00964	2951501817
D00966	2775361706
D00967	2289373793
D00968	2773267372
D00969	2797453758
D00970	2034226292
D00971	2953225225
D00972	2626281801
D00973	2766008099
D00974	2951751045
D00975	2884248958
D00976	2231954772
D00977	2787104758
D00978	2588217779
D00979	2144590665
D00981	2753623599
D00983	2903016106
D00984	2951774190
D00985	1863369572
D00986	2169761899
D00987	1501439223
D00988	2845698941
D00989	2716916105
D00990	2595653137
D00991	2949275289
D00992	2951205696
D00993	2950702125
D00994	2734854782
D00995	2897355816
D00996	2890141106
D00997	2589728353
D00998	2019935267
D01001	2900072065
D01002	2952232310
D01003	2514124963
D01004	2770717124
D01005	1494828323
D01006	2755193855
D01007	2323226677
D01008	2952822970
D01009	2906839330
D01010	2766284073
D01011	2904311062
D01012	2607438037
D01013	2772682247
D01014	2776823312
D01015	2029710382
D01016	1939474624
D01018	2949140002
D01019	1837476313
D01020	2905447857
D01021	2791017193
D01022	2951310572
D01023	2293162497
D01024	2905758257
D01026	2807141747
D01027	2757836268
D01028	2803876425
D01029	2616123428
D01032	2788907956
D01033	2791002658
D01034	2260280755
D01035	2230136382
D01036	2565044528
D01037	1782028905
D01038	2166839364
D01040	2883243526
D01043	2766063230
D01044	2743690569
D01045	2519873941
D01046	2796691012
D01047	2952227446
D01048	2588421847
D01049	2411546853
D01050	2788834996
D01051	2344013120
D01052	2240403615
D01053	2179022885
D01054	2949118553
D01055	2956462114
D01056	2803740478
D01057	2605141709
D01058	2579042677
D01059	2765799879
D01061	1797826844
D01062	2790363635
D01063	2402873494
D01064	2799403177
D01065	2253493440
D01067	1876817865
D01068	2798665231
D01069	1854981931
D01070	2788068485
D01071	2885677210
D01072	2411802338
D01073	2798902623
D01074	2885997731
D01075	2767781438
D01076	2116226645
D01077	2950920252
D01078	2110994667
D01079	2770564921
D01080	2810699377
D01081	2951143739
D01082	2039510520
D01083	2951192773
D01085	2112350976
D01086	1522943736
D01087	2786672677
D01088	2953013570
D01089	2900710807
D01090	2952464374
D01091	2798019397
D01092	2559927751
D01093	2952157924
D01094	1699719869
D01095	1821470509
D01096	2466501638
D01097	2769639508
D01098	2067527952
D01099	2951790128
D01102	2620173427
D01104	2267702630
D01105	2901014608
D01106	2796768192
D01107	2952906541
D01108	2751063951
D01109	2341744983
D01110	1614846139
D01111	2950197959
D01112	2777938177
D01113	1792229902
D01114	2785318946
D01115	2891001608
D01116	2950834251
D01117	1904973894
D01118	2889391179
D01120	2160966096
D01121	2950272027
D01122	776999930
D01123	2949545768
D01124	2952437723
D01126	2542870568
D01127	2736861342
D01128	2745711727
D01129	2950118178
D01130	2911946702
D01132	2809855013
D01133	1973791143
D01134	2950109412
D01135	1524830265
D01136	2580471497
D01137	2883309205
D01138	2950198304
D01139	2752155475
D01140	2888087917
D01141	2767184555
D01142	2765310811
D01143	77320359
D01144	2953207378
D01145	2748434587
D01146	2617996533
D01147	2770018373
D01148	2953213713
D01149	2901458869
D01150	2952135036
D01151	2907803359
D01152	1631810075
D01153	2024762869
D01154	2902308921
D01155	2278764121
D01156	1862689498
D01157	1789006803
D01158	2903469640
D01159	2765574772
D01160	2250590854
D01161	2604117168
D01162	2236252583
D01163	2766400810
D01165	1970986735
D01167	2559176259
D01168	2890027146
D01169	1810680469
D01170	2898943212
D01171	2951655591
D01173	2950579472
D01174	1511993569
D01175	2730497260
D01176	2772073233
D01177	2808248759
D01178	2579633532
D01179	2896757013
D01180	2017015887
D01181	2604630936
D01182	2497522065
D01185	2884199103
D01186	2949866156
D01188	2463012949
D01189	2614073125
D01191	2745039414
D01192	2773763788
D01193	2806435000
D01194	2804448324
D01195	2777371111
D01196	2949804170
D01197	2611461639
D01198	1823672774
D01199	2952616767
D01200	2889199783
D01201	2734816306
D01202	2168442122
D01203	2272613448
D01204	2952676558
D01205	2755255798
D01206	1994248854
D01207	2265106001
D01208	2788045938
D01209	2523625385
D01212	2610549259
D01213	2114894710
D01214	2255937148
D01215	2594401629
D01217	2761296760
D01218	2278683827
D01219	2621033362
D01220	2755948605
D01221	1857353887
D01222	1567233341
D01223	2952982376
D01224	2895106137
D01225	2726178114
D01228	783082455
D01229	2949413708
D01231	2606534623
D01232	1783751832
D01233	2951050405
D01234	2463311926
D01235	2592025666
D01236	2903448820
D01237	2244410962
D01238	2810348861
D01239	2761298921
D01240	2768089427
D01241	2743892191
D01242	1521362403
D01244	2783405024
D01245	2888850958
D01247	2162692146
D01248	203468114
D01249	2900227103
D01250	2886668127
D01251	2792953141
D01252	2949363527
D01253	2758576659
D01254	1556564535
D01258	2288975754
D01259	2952572865
D01260	2343215087
D01261	2751596245
D01262	2571662414
D01263	2321242086
D01264	1769722332
D01265	2791518988
D01269	1502156619
D01270	2171930669
D01271	2606052883
D01272	2951359900
D01273	1707769094
D01274	2519886431
D01275	2951446106
D01277	2949418254
D01278	2783219727
D01279	2768991614
D01280	2791178280
D01281	2903899655
D01283	2953384043
D01285	2898225284
D01286	2604433188
D01288	2902182171
D01289	2522436607
D01290	2188030589
D01291	2601394446
D01292	2296505857
D01293	2952463445
D01294	2952426500
D01295	2952935464
D01296	2952233506
D01297	2897662483
D01298	2405299031
D01299	2733995448
D01300	2237190438
D01301	2788627818
D01302	2897699732
D01303	2338670205
D01304	2798737430
D01305	2789211728
D01306	2592898293
D01308	2889117403
D01309	1537005347
D01310	2804851771
D01312	2952762825
D01313	2624703772
D01315	2035639486
D01316	2569939143
D01317	2346290942
D01318	2487371665
D01320	2100673218
D01321	2895996648
D01322	2768572539
D01324	1861855819
D01325	2770119334
D01326	2285658840
D01327	2786103815
D01328	2396835068
D01329	2901283696
D01330	2753060967
D01331	2884487085
D01332	2605831051
D01334	2953117472
D01335	2811226468
D01336	2903535193
D01337	2121138576
D01338	2801649687
D01339	2792247621
D01340	2247250584
D01341	2253210109
D01343	2754478492
D01344	2529124776
D01345	2806676437
D01346	2810123395
D01347	2397531029
D01348	2468089099
D01349	2951932465
D01350	2901093580
D01351	1625149329
D01352	2513751456
D01353	2951909713
D01354	1890836839
D01355	2900604802
D01356	1982582614
D01357	2951787490
D01358	2879821695
D01359	2591866828
D01361	2617418760
D01363	2766413382
D01364	2897016241
D01365	2024385502
D01367	2106500031
D01368	2790110286
D01369	2950565571
D01370	2802440256
D01371	2240701896
D01372	2798943914
D01373	2222911438
D01374	2645018129
D01375	2080139384
D01376	2794825826
D01377	1942704184
D01378	2622375418
D01379	2952238658
D01380	2952661143
D01381	2777186887
D01382	2467993439
D01383	2902485742
D01384	2900120698
D01385	2103947065
D01386	2794745926
D01387	2765695020
D01388	2895622700
D01390	2951304738
D01391	95513636
D01392	2952413983
D01393	2772791853
D01394	2953018552
D01395	2953378488
D01396	2799428943
D01397	2953181876
D01398	1791653004
D01399	2803981139
D01400	2807495350
D01401	2950388961
D01402	2264645246
D01404	1894212025
D01405	2734823783
D01407	2209313639
D01409	2132961207
D01411	2794625575
D01412	2797782447
D01413	42660725
D01414	2951407545
D01415	2804072623
D01416	2809097783
D01417	57045458
D01418	2903284953
D01419	2771957408
D01420	2950487591
D01421	1558321126
D01423	1900239115
D01424	2733117079
D01425	2530816535
D01426	1487384143
D01427	1516988284
D01428	2610649335
D01430	2890375627
D01432	2952426795
D01433	1586939924
D01434	2951211403
D01436	2725096698
D01437	2906129565
D01438	1769068787
D01439	1627208496
D01440	1880797581
D01441	2291623749
D01442	1773179104
D01443	2797394678
D01444	2886674821
D01445	2770567114
D01447	1979712197
D01448	1974536209
D01449	1606951770
D01450	2287942980
D01452	2495794451
D01453	1646492116
D01454	2804652231
D01455	2015023291
D01456	1570878916
D01457	2886464336
D01458	2209495564
D01460	2884775172
D01461	1519633459
D01462	2803980131
D01463	2743481295
D01464	2093612883
D01465	2618188218
D01466	2786702092
D01467	2792745696
D01468	2769093093
D01469	2902217519
D01470	2903287645
D01471	2570966096
D01472	2951657790
D01473	2759361123
D01474	1920038121
D01475	2952832332
D01477	1960139785
D01478	2950945623
D01479	2774097455
D01480	2785446263
D01481	2949660684
D01482	1556497121
D01483	2951385184
D01484	1579461158
D01485	2887328002
D01486	2951387459
D01487	2468144728
D01488	2074042529
D01489	2949904591
D01490	808886218
D01491	2949520888
D01492	2494890720
D01494	2552164092
D01496	2279249111
D01497	2759903677
D01498	2885898823
D01500	2952847306
D01501	2103691074
D01502	2753240668
D01504	2407475543
D01505	1554879550
D01506	2428807394
D01508	2201898471
D01509	2951594504
D01510	2786019393
D01511	2536967496
D01512	2038783947
D01513	2890374903
D01514	2583768051
D01515	2020573259
D01517	2259424905
D01518	2792256986
D01520	2951288098
D01521	2398419483
D01522	2557674136
D01524	2950937043
D01525	2767307766
D01526	2575586770
D01527	2599933303
D01528	2797096457
D01529	2116923040
D01530	2898967535
D01531	2562597013
D01532	2610816825
D01533	2949684236
D01535	2956143740
D01536	1526540304
D01537	1717601658
D01538	2950784786
D01539	2806536033
D01540	2342167220
D01541	1209585085
D01542	2787314777
D01543	2167757808
D01544	2899639066
D01545	2342270880
D01547	2951075519
D01549	2780222030
D01551	1951853661
D01553	1787079481
D01554	2091171237
D01555	1604348720
D01556	2944623006
D01557	2784659997
D01558	2527351224
D01559	2951782307
D01560	2906337367
D01561	2772738017
D01562	2869071834
D01563	2952036991
D01564	2009195969
D01565	2738801999
D01566	2951051816
D01568	1522684837
D01570	2747447974
D01571	2785641051
D01572	2952809485
D01573	2951127846
D01574	2915008147
D01575	2905634687
D01576	2952661849
D01577	2210079048
D01578	2407709338
D01579	2884331087
D01580	2460123873
D01581	2786479217
D01582	240473425
D01583	2440825761
D01584	2809991557
D01586	2950974272
D01589	2795459989
D01590	2070162726
D01591	2490092854
D01592	2782723672
D01593	2810701135
D01595	2952702416
D01596	1532570515
D01597	2018505199
D01599	2904531814
D01600	2141640436
D01601	2206774496
D01602	2951954633
D01604	2887516561
D01606	2738087598
D01607	2581204846
D01609	2754001402
D01610	2573778957
D01611	2156481103
D01612	2795890674
D01613	1563348973
D01616	2339329611
D01617	2413305442
D01618	2151446710
D01619	2029142274
D01620	2950581234
D01621	2951587319
D01622	2788138955
D01623	2751473119
D01625	2785287455
D01626	2271094273
D01627	2040340473
D01628	2089420047
D01629	2886094476
D01630	2951223051
D01631	2768570904
D01632	2529355922
D01633	2795001994
D01634	2888556752
D01635	2786835328
D01636	2267236547
D01638	2097765423
D01639	2738366405
D01640	2951513159
D01641	2792013088
D01642	2803484693
D01643	2903025760
D01644	2012856983
D01645	2602215161
D01646	2890053725
D01647	2779753960
D01648	2623953357
D01649	2949774763
D01650	2630924064
D01651	2734387206
D01652	2287305005
D01653	2953338234
D01654	2904555779
D01655	2952937988
D01656	2103714710
D01657	2785748614
D01658	2543878406
D01659	2622491688
D01660	2952171514
D01661	2791399575
D01662	1992412606
D01663	2067202211
D01664	2552911271
D01665	2898337423
D01666	2157328738
D01667	2951380308
D01668	2516761773
D01671	2900837565
D01672	2806001242
D01673	2784654229
D01674	2952262475
D01675	2952656154
D01676	2952439160
D01677	2583538381
D01678	2617094525
D01679	2889581899
D01681	2885235393
D01682	2949594686
D01684	2024499982
D01685	2059189224
D01686	2510525441
D01687	2607463575
D01688	2606901905
D01689	321365571
D01690	2613995169
D01691	2949231604
D01692	2275427875
D01693	1895775102
D01694	2800441517
D01695	2949755192
D01696	2465522197
D01697	2884666313
D01698	2891761261
D01699	2904337727
D01700	2949762231
D01701	2551777935
D01702	2952747364
D01703	2806706645
D01704	2778484634
D01705	3076088
D01706	2904981516
D01707	2772905447
D01708	2593816511
D01709	2611007266
D01710	2896873533
D01711	2582728348
D01712	2952132648
D01713	2796913002
D01714	2765250298
D01715	2798314219
D01716	2625948446
D01717	2949238652
D01719	2117430604
D01720	2952544826
D01721	2893967726
D01722	2252339907
D01723	2952403735
D01724	2795824182
D01725	2594794854
D01726	2255000037
D01727	2952903633
D01728	2893703421
D01729	2767679316
D01730	2141434658
D01731	2732160403
D01732	2805646839
D01733	2736341190
D01734	2950279588
D01736	2951720833
D01737	2159408599
D01738	2619241987
D01739	2799238918
D01740	1611326931
D01742	2952811321
D01743	2951367959
D01745	2806227746
D01746	1956764718
D01747	2528942690
D01748	2883223373
D01750	2619789364
D01751	2701286876
D01752	2950093985
D01753	2030828780
D01754	2592790105
D01755	2249088385
D01756	2897007327
D01757	2895874132
D01759	2798615212
D01760	2950927889
D01761	2798598413
D01762	1571904702
D01765	2018053909
D01766	2042535938
D01767	2905266595
D01769	788691821
D01770	2952498699
D01771	2904594696
D01772	2442293398
D01773	2560820407
D01774	2015348959
D01775	2345834493
D01776	2791115840
D01777	2098940131
D01778	2949779768
D01779	2501920400
D01780	2798278917
D01781	2515548541
